name,location,date,review,rating
Morley,"Shandon, CA","Reviewed Oct. 28, 2020","I bought a LG refrigerator. Now 5 years old. It quit working. Started by calling the 800 number for LG repair. That was on July 27th 2020. Getting a call center out of the United States. They were very nice for the most part. A little hard to understand. I started getting texts with repair service would be in touch. I would wait and not hear anything. Call again. Again promise I would hear from them. This has gone on mind you since July, 27th 2020. Not getting anything done. I paid $100 for a service call. Was told there is a leak in the Freon line and maybe a fan problem. So again I call the 800 number. Was told I would get a email to send the proof of purchase. What they know I have it. I got all the information ready. As of today Oct. 28th of Oct nothing has happened. Thank You for letting me vent.",1
Richard,"Louisville, KY","Reviewed Oct. 28, 2020","Don’t ever buy an LG refrigerator! Paid top dollar for a top model in 2017. Since then the compressor has had to replaced, and now it will not make ice due to an issue the company is obviously aware of because they issued a tech bulletin to the field that describes EXACTLY the issues I am having. It’s out of warranty now. They want $700 to fix it. Spoke with “Executive Services” after getting nowhere with their regular Customer Service. At least their regular customer service people were polite (if useless). The U.S. based Executive Services were downright nasty!",1
Pablo,"Miami, FL","Reviewed Oct. 25, 2020","Bought it in 2015 with 5 year extended warranty from Home Depot, nice features and look, first time no cooling in 2018, linear compressor broke, had to buy a small freezer to move the food as the service came after a week, then another week for the compressor to arrive. Then in 2019 the top ice maker not working getting frozen, tech changed sprayer. Now, Oct 2020 the freeze and fridge not cooling, it seems to be the compressor again, need to wait one week for tech to come, overall a joke. Other techs recommend not to buy LG or Samsung as the parts not ready available and break frequently. Buying a GE this time and waiting for LG tech to repair and have it donated as do not have space to keep it as back up. What is the point of having a nice fridge if not reliable cooling.",1
Nathan,"Adairsville, GA","Reviewed Oct. 25, 2020",We bought our French door refrigerator around December of 2018 when we purchased our new house. We have loved our unit until one day both of the coils for the fridge and freezer part went out. I placed a repair order in August of 2020. LG outsourced the repair work to a local repair shop which was fine. Here it is 10/25/2020 and we are still without a refrigerator. I have contacted LG and the repair company numerous times and nothing is being done about it. LG has basically washed their hands of the whole situation and put it on the backs of the repair company. I got tired of waiting for the refrigerator to be repaired because we have a large family (family of 8); I called LG back once more and requested LG to replace or refund the money from the initial purchase. ,1
Cynthia,"Chippewa Falls, WI","Reviewed Oct. 19, 2020","I paid $2899 for my top of the line refrigerator. The linear compressor failed at 3yrs and we lost all of our food. The front electronic panel has been replace 2x and worked for a short time. The problem is the the ice dispenser turns itself on and it dumps all the ice on my kitchen floor. I have to lock the panel and not use any of the features that I bought the fridge for. If I go anywhere, I need to remove the ice bin as if the power goes off, the fridge will reset the panel and all the ice will dump and melt on my laminate floor. The LG customer service is non existent. Next time, I will buy a different brand as I am disgusted after owning for 3 yrs.",1
Valarie,"Thousand Oaks, CA","Reviewed Oct. 17, 2020",In less than two years the compressor failed. Waited six weeks for parts for replacement. Refrig failed again a year later. Repaired again. Now everything defrosted again and refrig at 50 degrees. This happened a week ago for two days then started functioning again. Today got up to defrosted freezer and refrig warming. On my way to refrig shop—not for LG!,1
Aswain,"Hyderabad, Other","Reviewed Oct. 6, 2020","I have been raising a ticket multiple times since last 2 months, neither I am getting a call from the technician nor anyone visiting. I am only getting system generated message ""Your issue is under observation"". I have reached out to the service head as well but response. I bought the product in the last week of January 2020 and I got the issue in June. I guess they are waiting for my warranty period expiry. I would request not to buy anything from this company. They don’t even courtesy to respond to the customer. You will waste your money. This is the second time I am getting issues with the new product.",1
Yumi,"Rancho Palos Verdes, CA","Reviewed Oct. 3, 2020","On September 6, 2020 we realized that food in freezer was soft and fridge was blowing rather warm air. Based on the instruction we clean the back side of fridge to eliminate dust immediately. No improvement. We unplugged to see if it will reset. No improvement. We tested from the motherboard. No improvement. We contacted LG and was informed us that it is outside of warranty that we will not be covered but approved list of service vendor in area maybe able to help us if they order LG parts directly. No one is willing to come repair using LG parts.",1
Alex,"La Habra, CA","Reviewed Oct. 1, 2020",I purchased a L.G. refrigerator model # LFXS29766S approximately 5 years ago. 2.5 years after purchase it completely failed and stopped working. We waited approximately 3 weeks for it to be prepared and life went on. Now 2 years later the same problem has occurred and my family is once again without a refrigerator. This time however dealing with the customer service department had been horrible. I have now been without a working refrigerator for 3 weeks and have not heard from L.G. once. I have spent several hours on hold on many days just trying to get some help. ,1
Sam,"Milpitas, CA","Reviewed Sept. 30, 2020",LG REFRIGERATOR HAVE AN AMAZING EXPERIENCE. BUT HAS VERY SHORT LIFE. WE BOUGHT A LG REFRIGERATOR for around 4000$ JUST 5 YRS AGO. And in just 5 yrs there is compressor failure problem and replacing a compressor cost 1200$ even though it's under warranty.. That's simply ridiculous buying top of the range REFRIGERATOR and failure in just 5 yrs.,5
